query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
595,balanced,0,0,15.170107,119.45325,1224,1559,36329,10,0,2000000,2000000,2000000
596,attr0_narrow,0,1,12.4774,175.17742,1027,5002,14939,10,0,1000000,5000000,5000000
597,attr1_narrow,1,1,25.583077,186.03699,1044,4867,14502,10,0,5000000,1000000,5000000
598,attr2_narrow,2,1,14.867145,214.54455,1034,3446,10262,10,0,5000000,5000000,1000000
599,balanced,0,0.8,18.31633,125.41012,1389,1773,43620,10,0,2000000,2000000,2000000
600,attr0_narrow,0,1,9.372024,130.44137,1034,3146,9099,10,0,1000000,5000000,5000000
601,attr1_narrow,1,1,23.425261,195.92875,1030,4460,13532,10,0,5000000,1000000,5000000
602,attr2_narrow,2,1,15.408246,219.95004,1035,3469,9780,10,0,5000000,5000000,1000000
603,balanced,0,0.1,13.559294,138.87283,1160,1478,33822,10,0,2000000,2000000,2000000
604,attr0_narrow,0,1,11.329342,134.7392,1029,5798,17067,10,0,1000000,5000000,5000000
605,attr1_narrow,1,1,26.280394,201.86995,1030,4821,14434,10,0,5000000,1000000,5000000
606,attr2_narrow,2,0.9,19.400939,204.87309,1027,5604,16186,10,0,5000000,5000000,1000000
607,balanced,0,0.2,12.118342,138.21634,1025,1324,31744,10,0,2000000,2000000,2000000
608,attr0_narrow,0,1,10.706355,140.28842,1029,4671,13979,10,0,1000000,5000000,5000000
609,attr1_narrow,1,1,19.252528,204.95631,1032,2734,8390,10,0,5000000,1000000,5000000
610,attr2_narrow,2,1,16.947214,212.59427,1027,3998,12051,10,0,5000000,5000000,1000000
611,balanced,0,0.2,25.62709,88.964336,1206,1384,33192,10,0,2000000,2000000,2000000
612,attr0_narrow,0,1,9.443679,170.55817,1039,3840,11847,10,0,1000000,5000000,5000000
613,attr1_narrow,1,1,25.467629,211.38035,1029,5079,15043,10,0,5000000,1000000,5000000
614,attr2_narrow,2,1,40.029717,213.78478,1027,4275,12935,10,0,5000000,5000000,1000000
615,balanced,0,0.4,13.667338,101.67048,1180,1418,34339,10,0,2000000,2000000,2000000
616,attr0_narrow,0,1,15.663228,153.3804,1035,5805,17531,10,0,1000000,5000000,5000000
617,attr1_narrow,1,1,37.749429,202.23075,1027,5278,16179,10,0,5000000,1000000,5000000
618,attr2_narrow,2,1,12.676185,204.46964,1037,2244,6805,10,0,5000000,5000000,1000000
619,balanced,0,0,15.760101,102.31199,1444,1625,39805,10,0,2000000,2000000,2000000
620,attr0_narrow,0,1,9.798279,166.09914,1031,3633,11027,10,0,1000000,5000000,5000000
621,attr1_narrow,1,1,19.674877,181.17147,1026,2734,8055,10,0,5000000,1000000,5000000
622,attr2_narrow,2,1,16.637389,217.22026,1039,4326,13226,10,0,5000000,5000000,1000000
623,balanced,0,0,0.125597,98.928368,5,5,240,5,1,2000000,2000000,2000000
624,attr0_narrow,0,1,9.880164,185.49382,1030,3220,9782,10,0,1000000,5000000,5000000
625,attr1_narrow,1,1,24.858328,189.05057,1030,4669,13909,10,0,5000000,1000000,5000000
626,attr2_narrow,2,1,15.242423,215.99907,1031,3311,9916,10,0,5000000,5000000,1000000
627,balanced,0,0,12.836509,148.98976,1048,1310,30229,10,0,2000000,2000000,2000000
628,attr0_narrow,0,1,9.93615,134.72054,1032,3684,10757,10,0,1000000,5000000,5000000
629,attr1_narrow,1,1,26.472307,191.08909,1032,5402,16095,10,0,5000000,1000000,5000000
630,attr2_narrow,2,1,15.364704,206.87998,1033,3973,11847,10,0,5000000,5000000,1000000
631,balanced,0,0.2,19.717457,91.755959,1785,2010,48761,10,0,2000000,2000000,2000000
632,attr0_narrow,0,1,12.506936,153.54024,1030,3383,10018,10,0,1000000,5000000,5000000
633,attr1_narrow,1,1,45.079837,196.6606,1034,3147,9545,10,0,5000000,1000000,5000000
634,attr2_narrow,2,1,36.89208,217.73492,1025,4129,12199,10,0,5000000,5000000,1000000
635,balanced,0,0,1.920368,120.91307,110,110,2260,10,0,2000000,2000000,2000000
636,attr0_narrow,0,1,18.266116,185.70782,1030,3542,10652,10,0,1000000,5000000,5000000
637,attr1_narrow,1,1,69.251888,184.80951,1037,5750,17544,10,0,5000000,1000000,5000000
638,attr2_narrow,2,1,39.055326,214.54718,1045,4181,12229,10,0,5000000,5000000,1000000
639,balanced,0,0,16.779668,96.802251,1126,1422,32484,10,0,2000000,2000000,2000000
640,attr0_narrow,0,1,12.258747,135.95335,1036,3157,9393,10,0,1000000,5000000,5000000
641,attr1_narrow,1,1,24.053818,192.78244,1029,4661,14443,10,0,5000000,1000000,5000000
642,attr2_narrow,2,1,10.116891,226.30213,1032,1630,4741,10,0,5000000,5000000,1000000
643,balanced,0,0.2,21.64598,120.78984,1141,1442,34069,10,0,2000000,2000000,2000000
644,attr0_narrow,0,1,11.367323,146.03045,1035,4554,13821,10,0,1000000,5000000,5000000
645,attr1_narrow,1,1,21.059282,177.67196,1041,3487,10344,10,0,5000000,1000000,5000000
646,attr2_narrow,2,1,19.273919,220.04595,1061,5148,15836,10,0,5000000,5000000,1000000
647,balanced,0,0,0.289086,96.474513,13,13,436,10,0,2000000,2000000,2000000
648,attr0_narrow,0,1,13.52046,177.31241,1032,5703,17207,10,0,1000000,5000000,5000000
649,attr1_narrow,1,0.9,27.808931,188.93904,1029,5459,16442,10,0,5000000,1000000,5000000
650,attr2_narrow,2,1,18.267908,215.99968,1030,4435,13676,10,0,5000000,5000000,1000000
651,balanced,0,0,13.735787,91.212904,1051,1236,28992,10,0,2000000,2000000,2000000
652,attr0_narrow,0,0.9,10.155184,167.19152,1028,3775,11485,10,0,1000000,5000000,5000000
653,attr1_narrow,1,1,17.205842,193.63085,1031,2266,6792,10,0,5000000,1000000,5000000
654,attr2_narrow,2,1,14.296466,205.61684,1032,3439,10182,10,0,5000000,5000000,1000000
655,balanced,0,0,0.160153,141.90828,6,6,247,6,1,2000000,2000000,2000000
656,attr0_narrow,0,1,12.400164,167.65109,1031,4732,14293,10,0,1000000,5000000,5000000
657,attr1_narrow,1,1,23.328307,199.60428,1030,3283,9671,10,0,5000000,1000000,5000000
658,attr2_narrow,2,0.9,12.436152,214.33082,1035,1991,6088,10,0,5000000,5000000,1000000
659,balanced,0,0,0.967908,94.057857,60,60,1662,10,0,2000000,2000000,2000000
660,attr0_narrow,0,1,11.548255,188.2681,1036,4209,12463,10,0,1000000,5000000,5000000
661,attr1_narrow,1,1,24.480825,187.62847,1039,5367,16020,10,0,5000000,1000000,5000000
662,attr2_narrow,2,1,17.377707,221.50896,1031,4040,12411,10,0,5000000,5000000,1000000
663,balanced,0,0,0.442136,125.85351,22,22,779,10,0,2000000,2000000,2000000
664,attr0_narrow,0,1,11.53519,179.69127,1027,3921,12003,10,0,1000000,5000000,5000000
665,attr1_narrow,1,1,23.109134,212.05344,1064,3688,10840,10,0,5000000,1000000,5000000
666,attr2_narrow,2,1,20.592781,210.33512,1026,5390,16024,10,0,5000000,5000000,1000000
667,balanced,0,0,0.511165,121.29371,28,28,803,10,0,2000000,2000000,2000000
668,attr0_narrow,0,1,10.361023,179.18073,1033,3024,9071,10,0,1000000,5000000,5000000
669,attr1_narrow,1,1,22.293543,187.82945,1032,3848,11526,10,0,5000000,1000000,5000000
670,attr2_narrow,2,1,15.477067,220.40228,1029,3221,9716,10,0,5000000,5000000,1000000
671,balanced,0,0,0.204546,87.634012,8,8,352,8,1,2000000,2000000,2000000
672,attr0_narrow,0,1,11.043111,145.15622,1036,4126,12227,10,0,1000000,5000000,5000000
673,attr1_narrow,1,1,20.771417,185.83774,1031,3511,10698,10,0,5000000,1000000,5000000
674,attr2_narrow,2,1,18.720373,222.25603,1028,5232,15473,10,0,5000000,5000000,1000000
675,balanced,0,0.3,13.589461,91.60794,1046,1203,29280,10,0,2000000,2000000,2000000
676,attr0_narrow,0,1,12.640088,166.19993,1027,4917,15041,10,0,1000000,5000000,5000000
677,attr1_narrow,1,1,22.417487,189.13329,1028,3906,11621,10,0,5000000,1000000,5000000
678,attr2_narrow,2,1,14.987061,210.53334,1032,3073,9162,10,0,5000000,5000000,1000000
679,balanced,0,0,13.490394,101.88659,1108,1265,30616,10,0,2000000,2000000,2000000
680,attr0_narrow,0,1,10.156716,152.43652,1032,3176,9825,10,0,1000000,5000000,5000000
681,attr1_narrow,1,1,18.391863,183.84105,1029,3025,9179,10,0,5000000,1000000,5000000
682,attr2_narrow,2,1,27.877171,212.04596,1026,3001,8772,10,0,5000000,5000000,1000000
683,balanced,0,0,0.144603,108.12747,5,5,238,5,1,2000000,2000000,2000000
684,attr0_narrow,0,1,11.920728,126.6304,1037,4540,13574,10,0,1000000,5000000,5000000
685,attr1_narrow,1,1,24.252293,202.5077,1028,4706,13867,10,0,5000000,1000000,5000000
686,attr2_narrow,2,1,16.676903,215.36463,1027,3717,11198,10,0,5000000,5000000,1000000
687,balanced,0,0.1,16.217244,132.64864,1131,1429,34468,10,0,2000000,2000000,2000000
688,attr0_narrow,0,1,12.660375,170.74303,1032,5245,15890,10,0,1000000,5000000,5000000
689,attr1_narrow,1,1,30.888198,194.49673,1028,3425,10156,10,0,5000000,1000000,5000000
690,attr2_narrow,2,1,15.227956,206.99892,1045,3330,9907,10,0,5000000,5000000,1000000
691,balanced,0,0.3,14.752538,116.45176,1103,1423,34053,10,0,2000000,2000000,2000000
692,attr0_narrow,0,1,11.120357,155.34645,1029,3711,11030,10,0,1000000,5000000,5000000
693,attr1_narrow,1,1,20.908597,180.28869,1030,3608,10842,10,0,5000000,1000000,5000000
694,attr2_narrow,2,1,18.227032,221.78652,1030,5114,15259,10,0,5000000,5000000,1000000
695,balanced,0,0,14.179525,131.12018,1083,1266,30038,10,0,2000000,2000000,2000000
696,attr0_narrow,0,0.9,13.717463,158.48002,1031,6082,18414,10,0,1000000,5000000,5000000
697,attr1_narrow,1,1,18.404998,188.17576,1027,2968,8692,10,0,5000000,1000000,5000000
698,attr2_narrow,2,1,15.650274,217.93161,1036,3703,11081,10,0,5000000,5000000,1000000
699,balanced,0,0,14.56273,109.3912,1059,1366,32965,10,0,2000000,2000000,2000000
700,attr0_narrow,0,1,22.836779,173.92309,1029,4882,14691,10,0,1000000,5000000,5000000
701,attr1_narrow,1,1,23.771796,198.43357,1043,4297,12672,10,0,5000000,1000000,5000000
702,attr2_narrow,2,1,18.555772,221.94204,1056,4815,14811,10,0,5000000,5000000,1000000
703,balanced,0,0.2,13.751968,99.494898,1162,1393,31800,10,0,2000000,2000000,2000000
704,attr0_narrow,0,1,13.453594,175.18415,1033,5872,17546,10,0,1000000,5000000,5000000
705,attr1_narrow,1,1,19.906344,193.30306,1039,3426,10358,10,0,5000000,1000000,5000000
706,attr2_narrow,2,1,12.429499,207.94204,1031,2221,6704,10,0,5000000,5000000,1000000
707,balanced,0,0,17.377587,125.93726,1160,1529,36713,10,0,2000000,2000000,2000000
708,attr0_narrow,0,1,14.348414,181.10624,1040,5787,17639,10,0,1000000,5000000,5000000
709,attr1_narrow,1,1,24.127026,205.9473,1032,5148,15557,10,0,5000000,1000000,5000000
710,attr2_narrow,2,1,16.759649,206.55302,1029,4762,14268,10,0,5000000,5000000,1000000
711,balanced,0,0.1,19.293737,119.39641,1472,1815,43873,10,0,2000000,2000000,2000000
712,attr0_narrow,0,1,10.692248,132.73099,1029,3786,11445,10,0,1000000,5000000,5000000
713,attr1_narrow,1,1,21.476419,207.45703,1041,3630,10490,10,0,5000000,1000000,5000000
714,attr2_narrow,2,1,15.177481,212.72984,1033,3425,10392,10,0,5000000,5000000,1000000
715,balanced,0,0.1,16.433372,93.013184,1181,1487,33532,10,0,2000000,2000000,2000000
716,attr0_narrow,0,1,13.664252,164.47685,1033,4245,12445,10,0,1000000,5000000,5000000
717,attr1_narrow,1,1,21.553124,212.46893,1030,3723,11249,10,0,5000000,1000000,5000000
718,attr2_narrow,2,1,16.278029,217.3285,1032,4165,12668,10,0,5000000,5000000,1000000
719,balanced,0,0,14.053688,92.595244,1198,1307,32212,10,0,2000000,2000000,2000000
720,attr0_narrow,0,1,11.424381,191.00913,1039,2587,7892,10,0,1000000,5000000,5000000
721,attr1_narrow,1,1,21.118363,192.0664,1032,3096,9218,10,0,5000000,1000000,5000000
722,attr2_narrow,2,1,11.555218,209.23408,1035,1726,5193,10,0,5000000,5000000,1000000
723,balanced,0,0,0.401659,106.05702,18,18,573,10,0,2000000,2000000,2000000
724,attr0_narrow,0,1,11.54588,149.86618,1029,4938,14949,10,0,1000000,5000000,5000000
725,attr1_narrow,1,1,20.856989,180.65073,1032,4170,12648,10,0,5000000,1000000,5000000
726,attr2_narrow,2,0.9,11.690213,206.02919,1027,3106,9410,10,0,5000000,5000000,1000000
727,balanced,0,0.3,18.951149,137.39087,1222,1634,39523,10,0,2000000,2000000,2000000
728,attr0_narrow,0,1,12.759743,177.98166,1028,4495,13630,10,0,1000000,5000000,5000000
729,attr1_narrow,1,1,21.84747,193.1228,1030,4556,13578,10,0,5000000,1000000,5000000
730,attr2_narrow,2,1,13.958688,216.26252,1057,2809,8710,10,0,5000000,5000000,1000000
731,balanced,0,0,0.393213,92.531514,20,20,652,10,0,2000000,2000000,2000000
732,attr0_narrow,0,1,13.404651,170.20242,1038,5662,17010,10,0,1000000,5000000,5000000
733,attr1_narrow,1,1,26.48971,187.11341,1028,5584,17021,10,0,5000000,1000000,5000000
734,attr2_narrow,2,1,17.260966,242.99515,1027,5157,15031,10,0,5000000,5000000,1000000
735,balanced,0,0,12.799108,98.176878,1088,1207,30201,10,0,2000000,2000000,2000000
736,attr0_narrow,0,1,14.019273,158.6253,1042,5859,18301,10,0,1000000,5000000,5000000
737,attr1_narrow,1,1,22.516273,200.60719,1036,3664,11108,10,0,5000000,1000000,5000000
738,attr2_narrow,2,1,15.469452,204.44212,1029,4207,12913,10,0,5000000,5000000,1000000
739,balanced,0,0.1,15.556216,118.25426,1109,1463,33629,10,0,2000000,2000000,2000000
740,attr0_narrow,0,1,9.466342,136.1823,1038,2848,8607,10,0,1000000,5000000,5000000
741,attr1_narrow,1,1,23.506064,224.48924,1031,4569,13762,10,0,5000000,1000000,5000000
742,attr2_narrow,2,1,15.987461,198.30259,1036,4033,11673,10,0,5000000,5000000,1000000
743,balanced,0,0.1,12.617946,96.899996,1063,1221,30302,10,0,2000000,2000000,2000000
744,attr0_narrow,0,1,12.707044,173.71992,1033,3457,10412,10,0,1000000,5000000,5000000
745,attr1_narrow,1,1,15.675641,198.37833,1031,2906,8527,10,0,5000000,1000000,5000000
746,attr2_narrow,2,1,17.111945,224.52037,1033,3681,11385,10,0,5000000,5000000,1000000
747,balanced,0,0,0.282333,129.71859,12,12,413,10,0,2000000,2000000,2000000
748,attr0_narrow,0,1,11.434229,202.011,1034,3288,10051,10,0,1000000,5000000,5000000
749,attr1_narrow,1,1,24.491505,191.24825,1030,5786,17416,10,0,5000000,1000000,5000000
750,attr2_narrow,2,1,15.397086,212.2258,1038,3545,10506,10,0,5000000,5000000,1000000
751,balanced,0,0.2,14.831687,125.76204,1068,1420,32953,10,0,2000000,2000000,2000000
752,attr0_narrow,0,1,15.578068,157.27187,1921,3115,9382,10,0,1000000,5000000,5000000
753,attr1_narrow,1,1,19.879172,195.53139,1032,3077,9209,10,0,5000000,1000000,5000000
754,attr2_narrow,2,1,12.311196,216.33546,1028,2181,6535,10,0,5000000,5000000,1000000
755,balanced,0,0,0.194687,91.256315,5,5,231,5,1,2000000,2000000,2000000
756,attr0_narrow,0,1,12.337486,183.74326,1034,4107,12287,10,0,1000000,5000000,5000000
757,attr1_narrow,1,1,23.278614,195.73863,1031,5096,15457,10,0,5000000,1000000,5000000
758,attr2_narrow,2,1,13.241152,207.25456,1032,2641,8001,10,0,5000000,5000000,1000000
759,balanced,0,0,15.194472,112.54697,1114,1411,34245,10,0,2000000,2000000,2000000
760,attr0_narrow,0,1,11.158889,138.16986,1040,2764,8282,10,0,1000000,5000000,5000000
761,attr1_narrow,1,1,21.04261,195.99022,1030,3782,11287,10,0,5000000,1000000,5000000
762,attr2_narrow,2,1,15.24073,206.34998,1028,3497,10505,10,0,5000000,5000000,1000000
763,balanced,0,0,16.419717,96.503326,1142,1279,31529,10,0,2000000,2000000,2000000
764,attr0_narrow,0,1,13.873778,172.30616,1039,5640,16918,10,0,1000000,5000000,5000000
765,attr1_narrow,1,1,19.565399,203.10361,1033,3628,10971,10,0,5000000,1000000,5000000
766,attr2_narrow,2,1,16.291645,205.59652,1037,4572,13639,10,0,5000000,5000000,1000000
767,balanced,0,0.3,13.952277,140.09074,1026,1222,29951,10,0,2000000,2000000,2000000
768,attr0_narrow,0,1,13.116408,132.5462,1030,4744,14870,10,0,1000000,5000000,5000000
769,attr1_narrow,1,1,21.472382,204.70628,1026,3979,12091,10,0,5000000,1000000,5000000
770,attr2_narrow,2,1,15.78039,200.74149,1029,3568,10689,10,0,5000000,5000000,1000000
771,balanced,0,0.9,14.789908,139.11112,1055,1314,29939,10,0,2000000,2000000,2000000
772,attr0_narrow,0,0.9,12.998835,143.44517,1032,3552,10964,10,0,1000000,5000000,5000000
773,attr1_narrow,1,1,23.486917,169.75089,1033,4136,12394,10,0,5000000,1000000,5000000
774,attr2_narrow,2,0.9,13.387129,210.56621,1031,2811,8581,10,0,5000000,5000000,1000000
775,balanced,0,0.1,18.387695,105.65345,1232,1578,36718,10,0,2000000,2000000,2000000
776,attr0_narrow,0,0.9,14.804306,169.56734,1032,5766,17058,10,0,1000000,5000000,5000000
777,attr1_narrow,1,0.9,24.390464,190.51161,1031,5787,17131,10,0,5000000,1000000,5000000
778,attr2_narrow,2,1,16.932796,207.30591,1035,4289,12773,10,0,5000000,5000000,1000000
779,balanced,0,0.3,16.718963,144.73476,1085,1467,34832,10,0,2000000,2000000,2000000
780,attr0_narrow,0,1,12.126126,171.38828,1029,2560,7842,10,0,1000000,5000000,5000000
781,attr1_narrow,1,1,19.844487,193.14521,1034,3456,10456,10,0,5000000,1000000,5000000
782,attr2_narrow,2,0.9,15.093272,209.98307,1035,3615,10645,10,0,5000000,5000000,1000000
783,balanced,0,0,0.099709,91.384808,3,3,191,3,1,2000000,2000000,2000000
784,attr0_narrow,0,1,13.354477,160.88764,1025,4141,12260,10,0,1000000,5000000,5000000
785,attr1_narrow,1,1,22.156133,201.38772,1033,4346,12943,10,0,5000000,1000000,5000000
786,attr2_narrow,2,1,18.826153,219.0764,1030,5924,17644,10,0,5000000,5000000,1000000
787,balanced,0,0,42.001562,150.10797,1218,1539,37709,10,0,2000000,2000000,2000000
788,attr0_narrow,0,1,11.854083,171.19215,1036,2366,6757,10,0,1000000,5000000,5000000
789,attr1_narrow,1,1,22.898245,192.49078,1037,4574,13411,10,0,5000000,1000000,5000000
790,attr2_narrow,2,1,17.221612,211.75912,1026,4325,12733,10,0,5000000,5000000,1000000
791,balanced,0,0,16.052053,119.21547,1075,1349,32257,10,0,2000000,2000000,2000000
792,attr0_narrow,0,1,15.640475,155.96525,1038,5336,15869,10,0,1000000,5000000,5000000
793,attr1_narrow,1,1,19.465751,201.51088,1040,3237,10160,10,0,5000000,1000000,5000000
794,attr2_narrow,2,1,19.112524,226.42204,1046,4843,14759,10,0,5000000,5000000,1000000
795,balanced,0,0,0.126779,95.997572,4,4,119,4,1,2000000,2000000,2000000
796,attr0_narrow,0,1,14.928681,172.9699,1030,3183,9472,10,0,1000000,5000000,5000000
797,attr1_narrow,1,1,22.319352,214.80505,1034,4206,12472,10,0,5000000,1000000,5000000
798,attr2_narrow,2,1,15.214049,200.92461,1035,3649,11248,10,0,5000000,5000000,1000000
799,balanced,0,0.2,31.809639,120.74656,1092,1443,33968,10,0,2000000,2000000,2000000
800,attr0_narrow,0,1,13.679831,146.44345,1034,2318,6709,10,0,1000000,5000000,5000000
801,attr1_narrow,1,1,24.330672,199.59901,1029,5413,16730,10,0,5000000,1000000,5000000
802,attr2_narrow,2,1,17.052613,210.53326,1032,4794,14466,10,0,5000000,5000000,1000000
803,balanced,0,0.1,17.93034,128.34389,1045,1302,31237,10,0,2000000,2000000,2000000
804,attr0_narrow,0,1,13.465316,186.72653,1037,3358,9887,10,0,1000000,5000000,5000000
805,attr1_narrow,1,1,19.987697,183.87408,1036,4122,12778,10,0,5000000,1000000,5000000
806,attr2_narrow,2,1,16.567737,216.27034,1040,4818,14712,10,0,5000000,5000000,1000000
807,balanced,0,0.4,22.312939,99.235759,1303,1508,35569,10,0,2000000,2000000,2000000
808,attr0_narrow,0,1,13.87489,141.57427,1026,4025,11824,10,0,1000000,5000000,5000000
809,attr1_narrow,1,1,17.921093,199.33896,1028,2905,9000,10,0,5000000,1000000,5000000
810,attr2_narrow,2,1,11.48174,206.11232,1034,1971,6050,10,0,5000000,5000000,1000000
811,balanced,0,0,0.362625,99.441227,13,13,382,10,0,2000000,2000000,2000000
812,attr0_narrow,0,1,14.055491,188.63541,1033,3634,10919,10,0,1000000,5000000,5000000
813,attr1_narrow,1,1,17.412112,186.66411,1041,2809,8364,10,0,5000000,1000000,5000000
814,attr2_narrow,2,1,13.638373,217.9499,1042,3041,9283,10,0,5000000,5000000,1000000
815,balanced,0,0.4,30.669005,139.79055,1646,2013,48731,10,0,2000000,2000000,2000000
816,attr0_narrow,0,1,13.846607,151.03574,1026,3592,10763,10,0,1000000,5000000,5000000
817,attr1_narrow,1,1,20.245163,190.33607,1030,4519,13335,10,0,5000000,1000000,5000000
818,attr2_narrow,2,1,18.937293,224.87889,1027,5346,15754,10,0,5000000,5000000,1000000
819,balanced,0,0,0.155644,87.238215,6,6,225,6,1,2000000,2000000,2000000
820,attr0_narrow,0,1,17.224066,137.48264,1030,3068,9242,10,0,1000000,5000000,5000000
821,attr1_narrow,1,1,19.021182,206.95765,1032,3434,10697,10,0,5000000,1000000,5000000
822,attr2_narrow,2,1,15.933238,205.32847,1030,4723,13815,10,0,5000000,5000000,1000000
823,balanced,0,0,0.518529,106.9558,24,24,752,10,0,2000000,2000000,2000000
824,attr0_narrow,0,1,25.216445,149.11726,1044,5580,16446,10,0,1000000,5000000,5000000
825,attr1_narrow,1,1,30.971156,193.83868,1029,3957,11666,10,0,5000000,1000000,5000000
826,attr2_narrow,2,1,15.377348,214.5193,1027,3686,10931,10,0,5000000,5000000,1000000
827,balanced,0,0,0.504553,152.50965,19,19,749,10,0,2000000,2000000,2000000
828,attr0_narrow,0,1,23.302448,172.48846,1026,4761,14210,10,0,1000000,5000000,5000000
829,attr1_narrow,1,1,19.22141,176.80552,1099,3002,8616,10,0,5000000,1000000,5000000
830,attr2_narrow,2,0.9,15.434426,223.71723,1045,3569,10751,10,0,5000000,5000000,1000000
831,balanced,0,0,0.24869,146.07848,7,7,355,7,1,2000000,2000000,2000000
832,attr0_narrow,0,1,21.497208,149.86855,1031,5083,15271,10,0,1000000,5000000,5000000
833,attr1_narrow,1,1,22.208071,212.11928,1028,4572,13597,10,0,5000000,1000000,5000000
834,attr2_narrow,2,0.9,12.648373,204.21287,1030,2349,7165,10,0,5000000,5000000,1000000
835,balanced,0,0.3,20.862741,164.41839,1168,1393,33957,10,0,2000000,2000000,2000000
836,attr0_narrow,0,1,16.97165,173.80361,1035,2689,7896,10,0,1000000,5000000,5000000
837,attr1_narrow,1,1,20.466852,205.22951,1037,3918,11764,10,0,5000000,1000000,5000000
838,attr2_narrow,2,1,15.983714,224.44426,1032,4025,11900,10,0,5000000,5000000,1000000
839,balanced,0,0,18.996484,139.28049,1087,1339,32335,10,0,2000000,2000000,2000000
840,attr0_narrow,0,1,20.259601,183.72064,1030,4412,13406,10,0,1000000,5000000,5000000
841,attr1_narrow,1,1,16.93493,230.36697,1031,2310,6939,10,0,5000000,1000000,5000000
842,attr2_narrow,2,1,18.183048,245.65321,1033,5189,16145,10,0,5000000,5000000,1000000
843,balanced,0,0,0.757902,112.19786,37,37,887,10,0,2000000,2000000,2000000
844,attr0_narrow,0,1,19.758775,187.6027,1034,4610,13571,10,0,1000000,5000000,5000000
845,attr1_narrow,1,0.9,24.406815,237.20807,1136,5544,16281,10,0,5000000,1000000,5000000
846,attr2_narrow,2,1,14.127146,252.14617,1037,2932,8930,10,0,5000000,5000000,1000000
847,balanced,0,0.1,19.651462,127.59331,1097,1429,34508,10,0,2000000,2000000,2000000
848,attr0_narrow,0,1,18.229366,219.01251,1046,3864,11692,10,0,1000000,5000000,5000000
849,attr1_narrow,1,1,22.001742,225.85188,1029,4642,13986,10,0,5000000,1000000,5000000
850,attr2_narrow,2,1,16.362569,245.54515,1028,4146,12423,10,0,5000000,5000000,1000000
851,balanced,0,0,18.688333,113.01355,1166,1351,32922,10,0,2000000,2000000,2000000
852,attr0_narrow,0,1,19.494966,193.34591,1028,4372,13029,10,0,1000000,5000000,5000000
853,attr1_narrow,1,1,20.852451,253.59805,1031,3987,12172,10,0,5000000,1000000,5000000
854,attr2_narrow,2,1,12.902754,243.2165,1031,2469,7594,10,0,5000000,5000000,1000000
855,balanced,0,0,20.447105,146.99261,1037,1381,33864,10,0,2000000,2000000,2000000
856,attr0_narrow,0,1,19.167999,204.54453,1027,4128,12326,10,0,1000000,5000000,5000000
857,attr1_narrow,1,1,19.396541,232.18004,1028,2861,9020,10,0,5000000,1000000,5000000
858,attr2_narrow,2,0.9,9.911002,259.75479,1039,2337,6906,10,0,5000000,5000000,1000000
859,balanced,0,0.4,18.661012,105.03356,1110,1382,32254,10,0,2000000,2000000,2000000
860,attr0_narrow,0,1,17.15699,177.11515,1028,3911,11886,10,0,1000000,5000000,5000000
861,attr1_narrow,1,1,23.687066,217.36453,1029,4892,14493,10,0,5000000,1000000,5000000
862,attr2_narrow,2,1,10.351714,241.68377,1029,2920,8898,10,0,5000000,5000000,1000000
863,balanced,0,0.1,21.912724,161.36188,1331,1582,37545,10,0,2000000,2000000,2000000
864,attr0_narrow,0,1,27.272278,247.86696,1033,4760,14277,10,0,1000000,5000000,5000000
865,attr1_narrow,1,1,19.668024,272.10947,1030,3655,10910,10,0,5000000,1000000,5000000
866,attr2_narrow,2,1,22.421665,256.89476,1058,3598,11149,10,0,5000000,5000000,1000000
867,balanced,0,0,17.595378,151.01336,1036,1261,29833,10,0,2000000,2000000,2000000
868,attr0_narrow,0,1,21.114306,176.15475,1027,4841,14848,10,0,1000000,5000000,5000000
869,attr1_narrow,1,1,21.229292,218.03079,1030,4279,12312,10,0,5000000,1000000,5000000
870,attr2_narrow,2,1,26.947905,260.35763,1034,5559,16870,10,0,5000000,5000000,1000000
871,balanced,0,0,55.269195,132.00744,1060,1383,32767,10,0,2000000,2000000,2000000
872,attr0_narrow,0,1,66.047816,147.97193,1045,4835,14570,10,0,1000000,5000000,5000000
873,attr1_narrow,1,1,25.106898,182.37936,1034,2701,8299,10,0,5000000,1000000,5000000
874,attr2_narrow,2,1,23.193443,200.99757,1033,4817,14267,10,0,5000000,5000000,1000000
875,balanced,0,0.2,68.888952,112.99238,1272,1558,37678,10,0,2000000,2000000,2000000
876,attr0_narrow,0,1,63.70991,156.81222,1030,4964,14307,10,0,1000000,5000000,5000000
877,attr1_narrow,1,1,20.098677,201.75553,1029,3285,9975,10,0,5000000,1000000,5000000
878,attr2_narrow,2,1,22.481228,203.15851,1032,4253,12678,10,0,5000000,5000000,1000000
879,balanced,0,0.1,70.1315,132.77611,1488,1886,44975,10,0,2000000,2000000,2000000
880,attr0_narrow,0,1,70.713619,172.54388,1034,4549,13972,10,0,1000000,5000000,5000000
881,attr1_narrow,1,1,28.756772,177.91717,1039,3223,9623,10,0,5000000,1000000,5000000
882,attr2_narrow,2,1,23.001431,205.53841,1038,4263,12797,10,0,5000000,5000000,1000000
883,balanced,0,0.2,53.154771,145.05512,1084,1359,33461,10,0,2000000,2000000,2000000
