query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
579,balanced,0,0.2,15.16182,129.79704,1531,1846,44338,10,0,2000000,2000000,2000000
580,attr0_narrow,0,1,9.724119,171.35147,1028,4946,14949,10,0,1000000,5000000,5000000
581,attr1_narrow,1,1,25.102259,190.99617,1036,4529,13216,10,0,5000000,1000000,5000000
582,attr2_narrow,2,1,22.735788,224.89561,1030,6191,18966,10,0,5000000,5000000,1000000
583,balanced,0,0,0.122031,101.99624,6,6,195,6,1,2000000,2000000,2000000
584,attr0_narrow,0,1,7.586521,160.41027,1034,3198,9893,10,0,1000000,5000000,5000000
585,attr1_narrow,1,1,25.105034,191.62853,1062,3640,11080,10,0,5000000,1000000,5000000
586,attr2_narrow,2,1,17.217575,219.04987,1028,4130,12237,10,0,5000000,5000000,1000000
587,balanced,0,0,2.896372,94.07522,298,298,8227,10,0,2000000,2000000,2000000
588,attr0_narrow,0,1,7.796037,177.75199,1052,2634,7798,10,0,1000000,5000000,5000000
589,attr1_narrow,1,1,27.143344,181.77355,1029,5029,15198,10,0,5000000,1000000,5000000
590,attr2_narrow,2,1,18.043255,223.27476,1035,4255,12263,10,0,5000000,5000000,1000000
591,balanced,0,0.5,11.626653,129.28308,1147,1443,34157,10,0,2000000,2000000,2000000
592,attr0_narrow,0,1,6.591301,142.62704,1030,2804,8403,10,0,1000000,5000000,5000000
593,attr1_narrow,1,1,21.87362,212.96285,1049,3146,9548,10,0,5000000,1000000,5000000
594,attr2_narrow,2,1,18.438861,211.50569,1032,4431,12965,10,0,5000000,5000000,1000000
